3501,abusive,hughspliffner hurt hoes be like
3502,abusive,hunglikerobby_ bossbitchdaphne taytuckfuck bitch no more on my account
3503,abusive,hunglikerobby_ emmadiabetes i have an open mind and that bitch is
3504,abusive,hunglikerobby_ triple6em96 bbluedreamm i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe
3505,abusive,hunglikerobby_ triple6em96 bbluedreamm brush lets just ignore the silly hoe shes pregnant hella hormones tryna fuck with other people
3506,abusive,hunglikerobby_ that was so gay and i was tanning bitch juvie made me white
3507,abusive,huntermoore dangitstiff bitch looks like spongebob
3508,abusive,huntermoore shelbyritner shelby your pussy is beat up
3509,abusive,huntermoore all of these bitches lying
3511,abusive,huntermoore drunk bitch used to eat my ass its relaxing
3512,abusive,huntermoore finger my pussy slowly with circular motion
3513,abusive,huntermoore finger my throbbing pussy
3514,abusive,huntermoore finger my wet throbbing pussy slowly as i cum on ur fingers
3515,abusive,huntermoore fuck my throbbing pussy slowly
3516,abusive,huntermoore fuck my wet pussy with ur huge cock
3517,abusive,huntermoore happy cuz i woke up white and not a nigger
3518,abusive,huntermoore hells yeah fuckin sick ass bitch
3519,abusive,huntermoore my pussy is aching for ur follow bae
3521,abusive,huntermoore only a ratchet bitch would
3522,abusive,huntermoore so does my juicy pussy
3525,abusive,hunturpls steezeyflow nice ears bitch you look like a god damn elephant
3526,abusive,hype im not delivering to that bitch boy anymore
3527,abusive,i12sing pussy i aint had a coochie since i was
3528,abusive,iambjraps cheffin_curry girltimeusa lilbthebasedgod and you look like hmm a nigger
3529,abusive,iamhick3y chillbr0chill bitches on my dick but look at me im fucking beautiful
3530,abusive,iamkingrico i dont fight or want to fight bitches who dont know who the fuck i am fuck i look like doing that nigga please
3531,abusive,iamkingrico nah id never ask a guy to ride down on a chick whats the use of getting him in trouble for a trashass bitch
3534,abusive,iampikey well ho di doe thank you
3535,abusive,icbc_world214 freeblizz_icbc bitch bought her son some talking bout i had to get em before they sold out
3536,abusive,icbc_world214 lol nigga just walk in that hoe looking for girls dont even wanna buy nothing
3537,abusive,icbc_world214 that hoe out now
3538,abusive,idisdummies can you speak one coherent sentence without sounding like a nig seriously
3539,abusive,iggyazalea it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
3542,abusive,ihuntgoblins sinatraa_ every time i beat you im being a faggot maybe im just being better than you lmao
3543,abusive,iideaiid jquiin so many bitches you gon need to change ya name from jebidiah to bitches
3545,abusive,iijeriichoii nah but i was worth that character bitch
3546,abusive,iixixii bruhh im joking dont pop trunk on me im just a bitch ass niieeggaa
3548,abusive,ilikecats74 bootyacid sizzurp__ yopapi_chulo brandonernandez because youre the ratchetest of them all bitch
3549,abusive,ilikecats74 yopapi_chulo sizzurp__ brandonernandez bootyacid you do realize ya pussy stank right
3551,abusive,imthatguy_dhuck happy birthday pussy have a good one
3553,abusive,ispeakespinal i love seing new ones cause i save them and then youse them bitches lmfao
3554,abusive,its_makepeace i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out
3555,abusive,iwanthis_heart ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat
3556,abusive,i_gotone awe boy you smell like monkey sex
3558,abusive,i_gotone he had the hoes too
3560,abusive,iamenidcoleslaw he must think you bump pussy i no mind ill eat your thong and make you squirt like the geyser
3562,abusive,iamshady_ thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol
3563,abusive,ibepocahontas bitch we shot a music video
3564,abusive,ican_onlyb_nika them bitches be smackin
3565,abusive,icy_rapture more likelook at all those bitches
3566,abusive,idiotolympics forthemen fuck her right in the pussy
3567,abusive,iemonaids drugulaa some of them bitches give you more than a virus
3568,abusive,iemonaids id pop dat lemon for some real pussy
3569,abusive,iemonaids id break that little bitches finger
3570,abusive,iemonaids done that spell check we know you meant fat liberal dyke feminist nazi bitches
3571,abusive,iemonaids right in the pussy
3573,abusive,ileanageorgina enriquuee_ kike your a soft nigga
3575,abusive,ilovebamf is my big long lost brother i swear i dont know what id do without this wetback
3576,abusive,imaspiderg you a bitch nigga
3577,abusive,imethan_gregory eyy that pushin one for me bro cause you know that bitch better blow hah
3578,abusive,imhis_treasure when bitches get inches they be like
3579,abusive,imonmylevelgtb so what ur sayin is all i mess wit is hoes shady
3583,abusive,imtoblame apple tv got the nfl channel on that bitch im pretty sure theyre all on there ive watched a couple dukeofzamunda
3584,abusive,imtoblame although i will concede that bitch bought into the funnel bitches to dwight nopedo tho
3585,abusive,imtoblame bitch i got a ring now ho i aint fatherless no more ill fight you
3586,abusive,imtoblame bitch you opulent as fuck refrain from conversing upon matters of the middle class
3587,abusive,imtoblame listen cuntrag whore bitch shit be expensive as fuck man we had to do pr first that one year this year was the wedding so
3588,abusive,imtoblame lyin ass bitch ghostwritamusic ill_wil_ brunzilla
3589,abusive,imtoblame you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney
3591,abusive,im_thirst i love louis ck quit bein a faggot and suck that dick
3592,abusive,im_thirst i was gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded
3593,abusive,im_thirst shins a faggot im glad your chipped him
3595,abusive,im_a_asshole_ imtoomuch myassholesowet so you gon call me a nigger because of that fuck wrong with you
3597,abusive,impactparasite just fuckin roasted this faggot
3598,abusive,ineyealee son we the sammich family out this bitch she know joey love sammiches
3599,abusive,ineyealee shit aint gon be funny when you need me to get you outta a horrific car crash bitch
3600,abusive,ineyealee youre filled with pimps and hoes well just talk about those i knows josephbananas
3601,abusive,infamous_stackz hell no cause brad still walked away like yeah i fucked that niggas bitch
3602,abusive,intheovenjews slavecatcher88 marylene58 we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem
3603,abusive,indicamangoes they still fucking trash i cant eat those to save my life
3605,abusive,infidelalie that should read suck on my bacon encrusted middle finger muslim twats
3606,abusive,infidelalie muzzie fuckers hope it was set to go full of bacon and pork rinds
3607,abusive,inkedup_tiny still shouldve walked over and said something pussy
3608,abusive,innerslutty i got u bitch
3609,abusive,insanity_lady i argue that cersei is neither evil nor a bitch shes greedy desperate to protect her children and to be valued in a world
3614,abusive,issa_gold my fuckin back still hurts but it was worth it and im still mad about the hoe incident haha URL
3615,abusive,issa_gold u think that dream has anything to do with those two dumb bitches in san diego lol
3616,abusive,italian_montana carterboy_leake ant is a pussy man dont make me pull up the pic
3621,abusive,itslendaddy thanks bruh dont ever forget we still on the look out for these faggots justcurrieon
3622,abusive,itslexishope sounds like there are some major bitches in your area
3623,abusive,itsmanderis you sure you aint colored
3624,abusive,itsmander aids aint all dat bad you can become da hoe and do da crack and aint gonna make no difference anyhow
3626,abusive,itsmander kfcyou can always gets da colored folk back in da cage wit da kfc
3628,abusive,itsmekevin10 josie618 thatslutadrian zaidsaracini papigabs lmao this nigguh
3629,abusive,itsnotharold ill try tomorrow harold gonna try and eliminate the word bitch out of my vocabulary i need to start bettering myself
3630,abusive,itsonlyjess lukefriendyy j_cats_rule shes a right twat id tell you honestly sky honestly
3631,abusive,itsyour_man make me white trash cousin fucker
3632,abusive,itsyour_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
3633,abusive,itsyour_man you a fucking wigger so stfu
3634,abusive,itsmekylewayne yeaa black bitches actin like they too good for an average nigga like they just got a1 credit and pussy
3635,abusive,ivanj_reyes um no that only a fuck you bitch and done xavier will hopefully respect girls bc i am doing it alone and i dont want that
3636,abusive,ivettebrianna_ i never said you was a hoe guilty consents ass girl
3638,abusive,ivettebrianna_ you better feel the love i dont even show these hoes love lol
3639,abusive,izthat_xp xdsmooth lmao denote got a bitch here right now but he love her
3640,abusive,jayreidofficial i want it to be somewhat of a collage money jewels cartiers etc jus little shit to let niccas know we still here
3641,abusive,jayreidofficial a nicca anxious to hear that shit my g
3643,abusive,jbilinovich jzolly23 cmnw86 you guys wanna skull fuck some clay birds this weeknd
3644,abusive,jgardenofeden kysportsradio ryanlemond but country music listeners really are hicks and alcoholics
3645,abusive,jhafe big booty hoes
3646,abusive,jhannahh oh you mean noah zimmermans cute ass i mean he should he talks to his hoes all day everyday his girl courtney soo
3649,abusive,jmc2488 jetsgreen tb12fan and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile
3650,abusive,jmuggaa got all the bitches
3651,abusive,jnunchuckfuck u can just ask him to suck his dick not that hard white trash
3653,abusive,jperzell shit pic master hoe protecting ass bow tie nigga
3655,abusive,jpantsdotcom todd__kincannon the__realtony im partial faggot homo both fairly describes the same sick twisted assholes out there
3656,abusive,jpantsdotcom todd__kincannon the__realtony naa just popped across my tl so i commented but nice try faggot
3657,abusive,jperez003 teabaggers are anti american hows it feel to hate your country
3659,abusive,jrise88 g_anderson4 what do you want fag
3660,abusive,jrise88 longlivetylerd your a fag
3661,abusive,jrise88 do it then pussy
3662,abusive,jrise88 ill fuck you til you love me faggot
3663,abusive,jrise88 shut up you stupid bitch
3664,abusive,jstac825 thatangrynigga at least after nearly two decades of complete trash they put out atysyc to redeem themselves
3665,abusive,jstac825 thatangrynigga these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches
3668,abusive,jstarrtweets yeah wizards agent zero bitches
3670,abusive,jtrevorhowerton hollyrfisher because its hilarious how it makes teabaggers freak out ill do it again too
3671,abusive,justlove_nohate me_noindirect whole hoe outchea
3672,abusive,jusxdoit i was hangin on them corners late pockets wasnt straight bitch i aint gon make it at this rate dawg know what im sayin
3673,abusive,jvp731 keselowski mattkenseth i would have loved to watch newman bitch slap johnson id pay to see that
3674,abusive,jzolly23 hannahkubiak everybody knows that bitches love mullets pantiedropin
3675,abusive,jzolly23 jbilinovich we need to grow mullets together so we can get all the bitches and hannahkubiak can hate on us
3676,abusive,jzolly23 also is search of dirty white trash hookers for the weekends
3677,abusive,j_dun54 aww shit lol i want my money too bitch who else i give one to
3678,abusive,j_dun54 oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk
3679,abusive,j_fritzy vivaalakatyy lompartayy brotherbill7 jhuff_5 bitch better back up katys mine
3680,abusive,j_kwest no cpt commando is a hoe and a cocksucker
3683,abusive,j_nastyy_ bum_farto why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers
3684,abusive,j__f__h happy another group of days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown
3685,abusive,jacobryanbruhn kiss these nuts bitch
3686,abusive,jacobbacker fucktyler tyler isnt shit faggot go listen to some real music
3689,abusive,jacobbacker you dont know shit about me faggot bitch
3690,abusive,jacsonbevens markkiszla absolutely retarded article URL
3691,abusive,jadegreenleaf dailysexsupply am i really a fag if im liking that video
3693,abusive,jaibrooks1 faggot
3694,abusive,jaibrooks1 not funny u faggot
3695,abusive,jaibrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot
3696,abusive,jaibrooks1 ur brother looks so queer and ugly
3697,abusive,jalendgaf courtniclark no pressure hoe
3698,abusive,jalenhendricks4 hoes saying eyebrows on fleek search it on twitter
3699,abusive,jamesokeefeii jdhayworth james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations
3702,abusive,jamesynba damn your bitch really hoen for the f
3705,abusive,janeypew nigger you are bigger than i am do you even r4apersec
3706,abusive,jarjar_banks momma didnt raise no sukka bitch
3707,abusive,jaredreve use monkey maker you prick
3708,abusive,jasonastley i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it
3709,abusive,jasonmoriarty13 i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something dans so funny
3710,abusive,javelinablue mdjacksondallas kennettdems yep texas is redneck heaven
3711,abusive,javiethecreator its_selenaa haha yuhh that hoe was funny
3712,abusive,javiethecreator stank ass hoes haha
3714,abusive,jawshoeeahh fabianmleal fuck you bitch lol
3715,abusive,jawshoeeahh fabianmleal shut up bitch
3716,abusive,jawshoeeahh fabianmleal suck a dick hoe
3717,abusive,jawshoeeahh greyygoose jehnayy youre gay bitch
3718,abusive,jawshoeeahh jehnayy no bitch lol
3719,abusive,jawshoeeahh josecarcamo03 lmao youre on my timeline it aint spying hoe lol
3720,abusive,jawshoeeahh keepitplur bitch you beat after losing twice lol and we won you just a hater
3721,abusive,jawshoeeahh bitch answer me lol
3722,abusive,jawshoeeahh bitch you cant even say no lol
3723,abusive,jawshoeeahh lmao youre a bitch boy
3724,abusive,jawshoeeahh lol thanks bitch hahah vegas aint ready for us lol
3726,abusive,jawshoeeahh that dont mean youre not balling lol shut up hoe lol
3727,abusive,jawshoeeahh that means youre balling if youre jewish lol i dont love hoes lol
3728,abusive,jawshoeeahh youre a bitch lol
3730,abusive,jaykollskstp please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks
3732,abusive,jaydillz theyre both big bitches tho lol
3733,abusive,jaytwofly g_mucka good leave you stupid faggot
3734,abusive,jaytwofly huh lol mad nigger is mad
3735,abusive,jayyrosayy you aint got no hoes lil jess youre a lil guy
3736,abusive,jazwau who did you rob them hoes like online
3737,abusive,jbrendaro30 zgabrail ramsin1995 gabeeli8 jacob2times bitch ass niggaa
3738,abusive,jedziggler i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended
3739,abusive,jefdabest the fact this bird ass nigga took my phone and did a light skin pose in school mrste617 smh lol URL
3740,abusive,jeffblogwell time to call hoes
3742,abusive,jennahord12 feels like its been a year since i seen ya queer lolol
3743,abusive,jennahord12 noo ambers supposed to kill me fag
3745,abusive,jennymccarthy dont let idiots that cant even spell retarded get you down
3746,abusive,jennyreyes42 iamadamg_ awwe i love you too jenny your so damn perf not ugly seriously dis bitch must be blind
3748,abusive,jergucci i can trap anywhere i wanna just because i aint a bitch n in rarely solo
3749,abusive,jergucci go on craigslist bitches be on there
3750,abusive,jergucci my luck the bitch gonna drug me an i wont even kno what happened lmao
3751,abusive,jergucci she can suck dick tho thats better than brownies
3752,abusive,jergucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao
3753,abusive,jeremyadams_ youre a bitch
3754,abusive,jermsallover i cant be homeless in but them bitches better not slip in
3755,abusive,jesseabrego bitch i might be
3756,abusive,jessycaa_rubi o_shititslaura bitch you just an inch taller than me we normal height jessyca and daysi are just some short bitches
3758,abusive,jewelsanddrugs9 ladygaga madonna lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard
3759,abusive,jfromhuntington savages day is like coloreds dat wrap day hoes like mummies
3760,abusive,jfromhuntington thatupsdude hates to interject but cans i have yo digits i likes wiggers dat wanna be fucked by coloreds
3761,abusive,jimboberson happy birthday faggot
3764,abusive,jimmymciver jerrilyn71 doc_68w_ just like fat chicks need love too i guess some jeffrey dommer type would be all over that sloppy ho
3765,abusive,jizzatthescene and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days
3767,abusive,jo_clark6 breezysofresh24 no homo bro love ya to lets get some an some malibu rum tech this bitch haha
3768,abusive,jo_clark6 pache16 pcktsizecae an just dont be a hoe about it haha
3769,abusive,joan_rivers bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye
3770,abusive,jobbe03 pandaenchilada youre such a bitch carlton youre lucky your fathers a judge
3771,abusive,jobbe03 you need to insert a chill see a doctor
3773,abusive,joebiden is such a retard irritatedwoman biden calls himself in meeting with black pastors URL
3776,abusive,joedouglas1 i guess blaspheme to your allah is ok if your pos muzzie huh jewjitsugrl efilnikcufecin7 darknight420
3777,abusive,joedouglas1 sit down and stfu raghead darknight420 hajihuntingpat
3781,abusive,joethemailman emilyrs but that bitch could care less about benghazi victims
3782,abusive,joe_schmucc dog government jobs is the shit i done got my last few off that bitch
3783,abusive,joey_d26 sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag
3784,abusive,joey_d26 youre such a pussy
3785,abusive,johncoleglover is big cat a fat pussy joke
3786,abusive,johnfaheyii go eat bear shit you fuckin yokel
3787,abusive,john_mayer_69 bigg_mackk dont talk to your hoe that way
3792,abusive,jonjanke deadspin jtrimbl3 you sound like youre pussy whooped freelikeabird
3793,abusive,jonjanke jtrimbl3 youre a sensitive pussy whooped no sense of humor neo zoom maxi dweeb now sit your ass all the way down
3797,abusive,jontel_20 pussy
3798,abusive,joribunni he talkin bout we wanna be human and im just like bitch whet
3799,abusive,joservmirez im a lil nigga wait till you see nigga you aint ready im from chicago boy i aint no pussy from the burbs just wait
3800,abusive,josesitoriveraa fuck no faggot
3804,abusive,juandameskin you wouldnt last a day there hoe
3805,abusive,juanndacut sharea40ounce she playin pussy hole bingo.she drawing the next number
3806,abusive,juanyeeze damn took this dumb spic nearly days to respond wuz really good tho beaner
3807,abusive,juanyeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull
3809,abusive,juiceman_ltf shut up pussy
3810,abusive,juice__2 faggot
3811,abusive,juice__2 i know bout yo wack ass dreads nigger
3812,abusive,juice__2 nah youre a nigger
3813,abusive,juicistrawberry kik is for hoes.you either gone shit or get off the pot
3814,abusive,juicy_james01 aint no love these hoes
3815,abusive,jukejuke_9 shit he prolly is other than that everybody else trash
3816,abusive,julesdanesy cowboys fans are cunts stop the presses
3817,abusive,juliadbrock are we still talking about animals i know some asian folks that would love to see how you prepare your pussy before eating it
3818,abusive,juliadbrock im not a bitch take it back
3819,abusive,julian_jval i totally think the something when bitches come across mine saying we are similar uh no
3820,abusive,juliet_munguia bitch merry christmas
3821,abusive,jundishes amen little mama y does this old southern country bitch like you so much i dont know but i do
3822,abusive,jundishes block or mute the cunt
3825,abusive,jundishes or a southern bitch like me who will blow a persons heart out of their back shot
3826,abusive,jundishes thank god im just an old redneck bitch from memphis tn and not a troll
3827,abusive,junglefeverfren fuck u nigger
3828,abusive,juniormaye8 jus exsposin hoes on a whole different level
3829,abusive,jusdahl i want some im so damn tired of being in the fucking kitchen a bitch is hot and needs a glass of wine and a back rub
3830,abusive,jusdahl bitch wake up
3831,abusive,jusdahl gross ill stick with my galaxy it will still receive those nips
3832,abusive,jusdahl not nappy head hoe though
3833,abusive,juss_vinny kkarleigh if he wants bitches tip toein on his marble floors he will
3834,abusive,justcurrieon christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
3836,abusive,justdoitslow on sale ass hoes
3837,abusive,justdoit_rob big titty bitch lmao fuck it good party
3838,abusive,justfemaie cheatingadvice where the fuck were you this summer bitch
3840,abusive,justkarahn dnt use my shit against me hoe
3841,abusive,justkarahn negro please
3844,abusive,justwordsx dont favorite me you faggot
3845,abusive,just_this_time we need more opinionated bitches moar
3846,abusive,justin_baez shut the fuck up faggot ass knicks cock sucker your opinion is irrelevant fag
3847,abusive,jwreich142 steveworks4you teabaggers are extremely dumb
3848,abusive,kassigod drinking away this stress you got some new hoes for us
3849,abusive,kcjhoop pretty sure you meant flight and not flite dumb ass cracker
3850,abusive,keirranicolee i didnt know you was following me hoe
3853,abusive,killquana choke on something hoe
3855,abusive,kingdomminded__ fuck off my pussy boi bitch
3856,abusive,kingdomminded__ me bitch im tryna keep a clean track record the fuck bruh
3858,abusive,kinsl3y we dont love these hoes
3859,abusive,klsouth miss_didi23 is an evil hate whitey racist who thinks delbert belton deserved it maryforbes14 enemiesofdonnaj stephannanson
3860,abusive,kr3tz3r15 idk is shes actually from there lol we followed a band but we met a few bainbridgians this bitch had like teeth i swear lol
3861,abusive,k_forkicks im joked out bitch you stupid
3868,abusive,kamalshaqi kevinn_05 its funny how this page quoted my tweet about the term camel jockey bc i am a fucking arab you dumbass
3869,abusive,kassiehamilton ann_e_lizabeth erin_lehrer thanks kass i respect you not you annie youre a bitch
3871,abusive,katiefraancis bitch nigga
3872,abusive,katiebentel ily hoe cheer up pretti
3873,abusive,katieloukarl lol tell that hoe grow up ahaha
3874,abusive,kayflii fuck bitches
3878,abusive,kazatta thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around
3879,abusive,kazatta i woulda jus told skylar one night hey i got a flight in the mornin you wit it or nah while textin my brazilian bitch
3880,abusive,kazatta lol this is why u my nig
3881,abusive,kazatta he jus need to go to brazil get himself a bad brazilian bitch and jus relax
3882,abusive,kazatta if yo girl let them in she a hoe she belong to the world why u cuffing her
3883,abusive,kazatta why is he stressin himself this nig can be livin lik meech before he went to prison
3884,abusive,kazatta your welcome my nig salute
3885,abusive,kebinblodgett bitch your yuck
3886,abusive,keebithalal loganswarning gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
3887,abusive,keenoklutch im on that hoe now
3888,abusive,keim_hefner lmaoo hell naw nigga you must was playing school of blind and cripple
3893,abusive,kellinquinn please acknowledge my existence you amazing son of a bitch
3895,abusive,kelseyhison jodyhighroller see bitch this is why you have no friends
3896,abusive,kelseyyvirginia caylanashlee look here bitch if i wanted to be gramatically correct i would have
3897,abusive,kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
3898,abusive,kensuttling lesleysuttling him as well they like their fried the spear chuckers
3902,abusive,kensuttling chase me charlie of his day.bend over i conjugate your
3905,abusive,kensuttling that twat barry hearne.it would seem to be all about there was no option for teams to share the venue
3910,abusive,ken_gth nahh whatever you are spook or spic i still dont like you good day
3911,abusive,kendracae bitches aint shit but hoes with tricks
3912,abusive,kenny__wright kush_boy420 yopapi_chulo do it i fucking dare you faggot
3913,abusive,kenny__wright itsfrankybitch amber_nicole_21 kush_boy420 yopapi_chulo you cant call someone a fag if youre snuggling up with guys
3914,abusive,kenny__wright itsfrankybitch yopapi_chulo so if your and in high school you dont have your own house you fucking faggot
3915,abusive,kenny__wright sincerelyayla faggot
3916,abusive,kenny__wright yopapi_chulo kush_boy420 the stupidest bitch brb crying he called me stupid
3917,abusive,kenobino ohh mr im all tough cause i live in a retarded city thinks hes cool people like you should be shoveling my snow broke bum
3919,abusive,kevhoee916 apply to thunder valley bitch
3920,abusive,kevinedwardsjr look here im a thirsty ass bummy ass bitch ass year old niqqa i jus wanted to know if i can get a follow back please
3921,abusive,kevinkevmooney lellerbe when bet now i make sure that bitch is not involved thats thing floyd and pac can agree on she screwed em both
3923,abusive,kevinthegee finished the essay and the quiz bitch
3924,abusive,kevinthegee ok i just wanted to know bitch at if youre not here im out
3926,abusive,keyshawnswag lol nigga them look like a combo of trash in your house trash at the dump
3927,abusive,keyshawnswag on god niggaa be tryna say aids been out longer and shit like no bitch ebola been out here
3928,abusive,keyshawnswag the bad bitch with them ugly ass nikes
3929,abusive,kiki_that_seven lol im not you just cant be sad about things you cant control but when you walk that stage my nigglet ill be happy EMO_POS
3930,abusive,kiarasmallzz lmaoo think i want this bitch ya me tiene cansada but thanks hold up who u fighting
3931,abusive,kilaurenk u stupid fuk head bitch
3933,abusive,kimw16 quit being a baby hit that patchouli pussy
3934,abusive,kimw16 so shes retarded
3935,abusive,kimberlyyaye leslieeixta i think i did my job here toodles to you bitches
3936,abusive,kimberlyyaye speaking of little bitch you didnt even do all your squats you little bitch kept talking to distract everyone else icu
3938,abusive,kingego if i can get this bitch to go wisdom_stature
3939,abusive,kinghorsedick bitch you know the lingo hoe lol
3940,abusive,kinghorsedick lol toughen up pussy
3941,abusive,kinghorsedick that hoe skilled
3942,abusive,kinghorsedick we gotta find this hoe
3944,abusive,kinghov1313 boi stop aint no hoes in the ward never have been either thats why nobody knew where our hood was aint no hoes
3945,abusive,kinghov1313 i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week
3946,abusive,kingjames is such a hoe wear your shoes ya big bitch you missed the couch shot ray allen bailed you out pussy
3947,abusive,kingliibax r u a faggot
3948,abusive,kinglister10 sweet_lovee that shit chunky lol
3950,abusive,kingulyssesiv truebake psh if a sexy bitch gotta sexy voice she can easily get shit goin
3951,abusive,king_4_murphy pussy
3952,abusive,king_4_murphy stop being a pussy
3953,abusive,king_albert21 ceto_13 ha ha look what this fag said lol
3954,abusive,king_albert21 ceto_13 u pulled.that queer shit as spon as u put no homo lol
